Region_5,2010,636580,152.42,90.77,36.25,62763.26,11.27,46.83,10.43,33.14,9.69,2.29,39369.65
Region_5,2011,636580,152.48,85.83,48.08,69044.83,25.14,52.11,14.35,30.35,7.37,5.02,46875.94
Region_5,2012,636580,176.86,70,37.32,73254.86,16.16,42.34,18.52,28.66,8.3,8.53,97758.16
Region_5,2013,636580,89.9,87.97,52.13,72201.79,28.06,90.82,35.51,60.53,10.73,6.94,98632.39
Region_5,2014,636580,148.02,74.85,59.61,76418.85,15.96,69.47,23.47,52.28,17.63,6.19,78834.93
Region_5,2015,636580,22.58,85.64,35.19,53896.54,14.18,123.76,41.84,83.59,22.28,6.64,53909.42
Region_5,2016,636580,142.56,87.8,30.88,56466.45,27.49,64.42,17.21,48.09,10.89,6.12,98117.72
Region_5,2017,636580,76.05,85.25,35.11,61376.94,17.12,93,27.57,49.08,18.25,9.15,39012.39
Region_5,2018,636580,140.68,78.87,40.42,55091.44,10.05,67.95,33.69,44.91,19.35,8.95,35916.19
Region_5,2019,636580,54.86,85.96,55.97,68820.64,11.25,110.52,50.1,80.12,11.73,3.18,39318.19
Region_5,2020,636580,174.77,79.15,23.41,44194.77,24.75,55.68,12.63,36.78,8.17,3.46,69477.56
Region_6,2010,708956,122.78,90.28,46.54,59937.69,11.74,76.43,25.19,41.14,11.98,6.3,71078.88
Region_6,2011,708956,78.99,89.63,59.09,54243.87,29.73,85.65,21.06,49.15,11.32,6.85,46605.88
Region_6,2012,708956,45.45,80.86,34.55,75870.62,11.6,122.67,28.66,75.97,36.05,6.2,58727.78
Region_6,2013,708956,174.45,82.12,47.55,46835.5,23.37,49.57,14.08,36.23,6.81,9.44,68973.4
Region_6,2014,708956,71.5,86.4,20,49696.39,12.3,99.96,24.62,64.41,20.64,6.88,50204.14
Region_6,2015,708956,19.85,80.7,36.15,42535,29.8,120.96,48.92,88.07,26.51,4.58,86691.21
Region_6,2016,708956,99.6,76.15,29.67,77181.17,26.61,91.97,44.29,50.99,10.42,9.72,38700.81
Region_6,2017,708956,150.81,90.84,42.54,45590.9,25.91,50.63,22.5,35.42,10.36,3.61,41455.92
Region_6,2018,708956,78.18,83.65,49.48,72663.98,18.78,91.84,38.97,59.77,13.45,5.02,62387.58
Region_6,2019,708956,180.92,89.15,20,76258.88,22.48,45.35,13.63,24.57,11.74,2.94,95788.25
Region_6,2020,708956,127.81,89.83,40.82,71543.89,13.03,74.02,15.55,49.67,18.69,4.49,47394.24
Region_7,2010,293322,153.38,85.44,30.53,55152.86,19.14,58.48,20.23,36.41,14.87,6.83,65160.18
Region_7,2011,293322,12.32,91.65,59.99,68647.16,21.98,123.2,33.04,77.25,19.41,8.61,97135.24
Region_7,2012,293322,126.84,83.66,35.6,69043.82,21.86,77.28,15.99,53.74,19.65,2.82,94312.54
Region_7,2013,293322,81.14,81.86,35.05,47452.84,26.75,89.42,34.19,54.88,22.25,4.66,51801.1
Region_7,2014,293322,49.06,87.38,53.19,44570.69,18.29,108.57,37.38,84.2,23.6,8.91,94607.22
Region_7,2015,293322,16.24,84.05,43.13,63105.28,13.31,132.28,37.47,74.87,18.85,2.27,51803.12
Region_7,2016,293322,107.88,84.81,44.29,62292.21,27.21,76.61,22.44,47.43,14.2,6.28,42912.4
Region_7,2017,293322,161.96,82.76,20,64999.04,17.55,50.07,20.74,32.96,10.36,8.69,71121.75
Region_7,2018,293322,101.41,92.96,39.82,44119.26,16.69,76.86,36.06,50.57,19.99,2.6,82727.24
Region_7,2019,293322,196,91.11,20,50155.54,13.92,31.45,11.66,24.1,6.65,6.04,71653.43
Region_7,2020,293322,146.95,91.25,44.2,78505.97,28.89,55.63,12.58,38.38,13.75,3.13,58447.46
Region_8,2010,758754,33.33,86.65,48.7,68157.85,28.21,123.84,38.26,63.19,32.96,7,53510.61
Region_8,2011,758754,75.59,81.86,52.52,74442.72,14.39,89.93,33.25,71.55,17.47,9.8,84583.11
Region_8,2012,758754,44.6,95,20,69667.48,23.98,112.1,36.6,60.5,31.4,5.22,45261.62
Region_8,2013,758754,141.33,89.75,45.4,61186.47,26.3,60.51,21.13,43.33,7.34,5.98,34702.28
Region_8,2014,758754,36.6,80.51,30.9,69287.38,15.01,119.01,53.73,73.94,30.25,7.06,64599.17
Region_8,2015,758754,90.19,86.86,38.82,47374.84,11.81,95.59,31.66,74.05,23.35,8.17,34777.48
Region_8,2016,758754,125.98,84.36,45.55,78163.48,12.7,72.5,18.02,54.55,19.52,5.87,48893.79
Region_8,2017,758754,191.49,86.87,29.51,58969.49,16.89,42.29,16.05,26.98,4.87,4.81,58895.55
Region_8,2018,758754,24.78,89.93,34.06,78483.95,25.8,112.37,54.77,81.75,25.6,7.52,66491.05
Region_8,2019,758754,154.22,89.19,53.68,79223.07,28.07,47.17,18.91,24.21,10.27,7.17,78522.26
Region_8,2020,758754,199.88,78.75,66.06,52514.19,12.41,28.74,9.39,21.23,7.16,7.85,43481.93
Region_9,2010,888003,170.46,89.69,34.84,41480.31,21.93,39.4,16.11,23.72,9.65,3.84,38439.68
Region_9,2011,888003,22.42,87.06,20.7,71628.93,16.38,124.99,33.73,63.41,34.25,7.01,92018.44
Region_9,2012,888003,14.04,85.41,50.65,77562.71,25.98,132.7,42.54,85.45,29.92,9.98,54549.83
Region_9,2013,888003,176,76.59,22.41,69503.29,14.78,44.77,12.93,25.52,4.85,2.88,54823.55
Region_9,2014,888003,13.4,84.83,42.34,55373.07,23.59,133.58,30.3,83.52,36.84,3.75,96497.28
Region_9,2015,888003,189.5,95,33.36,46681.36,29.82,39.74,15.19,25.98,5.81,3.85,95991.22
Region_9,2016,888003,43.54,81.88,34.45,71183.38,17,121.34,58.04,96.89,16.35,2.46,97837.18
Region_9,2017,888003,85.29,88.98,50.49,46155.84,26.32,91.4,34.54,61.61,10.81,3.8,45667.23
Region_9,2018,888003,176.72,81.94,36.12,75549.92,29.11,50.17,18.32,26.39,9.11,8.9,86666.13
Region_9,2019,888003,80.81,89.42,30.49,59835.03,11.62,84.29,38.38,54.67,16.53,3.76,77828.11
Region_9,2020,888003,122.56,82.55,50.44,67120.65,21.31,79.9,31.76,60.34,21.85,4.14,91504.1
Region_10,2010,526840,73.46,86.59,33.7,47568.86,27.63,104.87,21.14,78.23,15.28,9.69,62582.9
Region_10,2011,526840,182.65,80.95,48.62,47725.31,11.68,36.71,11.49,18.45,9.68,4.61,69189.1
Region_10,2012,526840,34.41,90.93,37.64,55686.05,13.59,108.99,47,85.47,14.53,8.03,85216.49
Region_10,2013,526840,156.49,83.83,58.47,42316.82,11.49,60.13,20.07,41.75,13.16,8.82,99310.39
Region_10,2014,526840,82.89,90.68,35.43,50100.35,10.02,100.24,23.12,75.81,20.59,3.27,62797.76
Region_10,2015,526840,166.92,89.17,35.05,70912.91,14.6,59.05,12.36,42.48,16.65,3.05,90763.8
Region_10,2016,526840,172.9,75.77,34.33,52829.71,24.49,58.18,24.12,38.91,11.31,7.97,44025.14
Region_10,2017,526840,113.21,82.91,35.18,43646.58,13.07,68.88,30.24,40.52,19.45,5.63,67124.81
Region_10,2018,526840,193.83,84.19,26.59,40049.27,21.97,39,10.44,21.38,8.98,6.86,47327.8
Region_10,2019,526840,71.93,77.73,59.65,79374.06,12.99,98.63,48.57,70.67,22.82,5.72,77631.96
Region_10,2020,526840,153.84,89.7,48.46,45836.88,12.06,55.82,14.69,33.7,14.24,6.57,31285.73
Region_11,2010,373825,72.03,80.62,40.38,54025.08,10.66,92.45,34.23,65.35,24.05,2.63,57784.63
Region_11,2011,373825,48.03,92,49.25,41263.45,28.72,112.57,51.93,80.4,29.31,2.42,67890.74
Region_11,2012,373825,74.5,85.57,49.5,72691.91,19.05,101.71,22.83,52.7,15.2,7.15,66848.19
Region_11,2013,373825,40.31,83.4,44.24,79034.61,16.74,118,41.24,78.66,28.77,3.46,85278.9
Region_11,2014,373825,53.41,79.36,45.64,67209.13,11.44,108.74,50.07,78.09,27.03,2.25,48037.8
Region_11,2015,373825,90.84,78.87,25.36,79505.98,10.8,89.69,37.45,57.94,24.64,8.94,70507.28
Region_11,2016,373825,181.13,76.84,34.27,63694.01,28.25,49.01,20.58,26.44,11.92,3.69,73607.66
Region_11,2017,373825,182.72,82.25,33.28,78855.8,13.62,38.91,17.95,24.65,7.9,8.84,64459.45
Region_11,2018,373825,78.25,79.22,43.19,55643.26,29.39,93.61,40.44,50.48,27.52,4.07,75971.57
Region_11,2019,373825,96.22,85.38,27.17,53480.13,26.58,88.62,36.51,48.75,11.83,5.45,47410
Region_11,2020,373825,16.97,89.24,52.23,58985.24,26.88,132.11,34.58,70.49,20.34,8.45,70974.81
Region_12,2010,917969,33.36,78.81,46.29,47200.42,11.77,123.44,39.4,79.49,29.28,2.83,70926.95
Region_12,2011,917969,13.3,77.28,45.03,60869.2,16.85,122.82,29.85,96.04,30.28,6.26,38801.91
Region_12,2012,917969,40.85,88,31.9,46246.55,14.69,116.41,57.46,71.27,12.05,9.71,47871.46
Region_12,2013,917969,56.39,85.92,41.67,70740.77,12.26,108.04,52.1,80.82,25.22,8.36,94307.45
Region_12,2014,917969,119.67,80.05,35.6,64198.16,16.36,81.2,18.44,47.63,9.89,8.93,99533.59
Region_12,2015,917969,133.6,89.51,38.61,75115.65,16.34,62.29,24.59,37.28,14.08,8.95,56297.06
Region_12,2016,917969,125.87,74.9,50.71,61939.99,21.93,64.89,24.41,35.72,14.83,6.37,61109.36
Region_12,2017,917969,154.28,95,40.33,78059.14,26.94,46.54,11.39,30.62,6.94,9.31,86963.64
Region_12,2018,917969,100.57,90.11,20,69875.03,24.31,81.3,38.13,42.39,23.65,6.17,87567.54
Region_12,2019,917969,134.39,78.91,35.18,59167.33,13.89,69.59,27.91,54.2,14.37,3.33,73214.62
Region_12,2020,917969,120.38,86.27,35.21,55996.21,29.53,66.39,30.4,49.13,9.09,8.59,66573.67
Region_13,2010,532238,30.31,77.04,44.4,78517.08,19.67,112.6,43.91,88.44,24.81,8.45,68515.86
Region_13,2011,532238,165.65,83.58,44.01,48481.79,22.22,60.1,18.39,34.32,15.39,5.29,88790.29
Region_13,2012,532238,62.21,83.53,52.48,66702,11.91,105.57,26.43,76.12,28.77,6.99,61623.74
Region_13,2013,532238,51.18,91.12,56.23,61867.9,14.64,107.01,53.11,57.88,25.58,5.13,71613.34
Region_13,2014,532238,86.82,93.39,34.46,67697.45,29.83,93.06,34.76,54.18,10.78,3.03,37287.68
Region_13,2015,532238,26.28,79.5,32.89,54199.85,11.39,129.02,34.85,85.41,35.61,6.15,34732.88
Region_13,2016,532238,133.67,75.03,43.74,53320.08,23.39,71.81,30.1,45.93,8.05,9.95,76328.74
Region_13,2017,532238,116.84,80.05,46.29,61433.11,11.93,74.52,29.77,55.04,21.27,5.6,82931.43
Region_13,2018,532238,54.58,79.54,36.84,79699.34,28.54,109.27,42.29,57.55,27.43,6.32,88942.33
Region_13,2019,532238,34.27,87.52,45.82,68349.79,10.72,113.81,25.76,88.9,23.99,4.43,48417.88
Region_13,2020,532238,68.05,79.48,20,64023.77,20.31,111.97,51,62.99,32.04,9.36,64787.44
Region_14,2010,717689,112.55,92.38,50.84,61299.25,24.43,82.39,24.45,41.76,10.77,3.13,44838.77
Region_14,2011,717689,52.49,85.44,45.47,77309.23,21.5,110.25,26.65,84.84,29.31,5.83,51960.94
Region_14,2012,717689,70.33,81,43.52,59129.36,20.12,106.07,25.1,71.94,30.47,3.86,35597.58
Region_14,2013,717689,176.46,88.63,35.41,40013.3,10.35,42.91,15.85,23.92,6.11,6.82,55535.88
Region_14,2014,717689,102.07,88.23,53.74,51894.2,18.61,88.15,24.65,48.77,21.01,3.37,35224.09
Region_14,2015,717689,127.43,78.63,46.26,49305.82,14.42,79.66,33.24,58.76,14.41,3.39,75900.66
Region_14,2016,717689,134.27,86.9,20,59265.39,13.54,61.76,14.83,38.64,15.94,5.1,97467.56
Region_14,2017,717689,120.61,80.03,45.79,64757.93,16.47,69.66,15.28,35.72,12.14,8.67,74050.92
Region_14,2018,717689,60.51,84.95,62.18,50640.77,12.98,99.13,39.21,73.67,22.09,3.02,90526.23
Region_14,2019,717689,173.32,87.47,38.83,45325.8,12.04,53.28,11.88,31.1,15.24,7.27,95998.18
Region_14,2020,717689,58.08,87.94,45.09,59818.08,17.73,112.36,37.66,85.93,13.61,5.6,45887.53
Region_15,2010,113936,94.22,88.97,52.28,72085.22,12.11,83.95,28.42,66.95,24.69,2.28,65600.55
Region_15,2011,113936,189.04,81.95,51.95,56485.24,20.99,39.38,8.85,25.77,11.02,8.64,34809.9
Region_15,2012,113936,158.67,80.69,31.2,42770.17,29.2,52.9,12.57,33.98,6.5,5.83,92707.02
Region_15,2013,113936,102.34,85.2,48.29,64659.99,13.13,85.24,19.48,52.23,17.9,2.35,37756.56
Region_15,2014,113936,83.84,82.44,32.4,77132.7,23.52,103.19,41.43,61.41,28.47,5.97,30890.04
Region_15,2015,113936,59.1,95,46.89,48842.53,29.57,95.56,20.66,56.96,23.95,7.99,69046.93
Region_15,2016,113936,61.17,93.65,43,44317.75,23.71,101.09,24.79,60.93,18.47,2.73,97559.08
Region_15,2017,113936,154.06,88.3,54.35,44237.23,13.03,64.03,21.14,35.1,13.55,2.75,70402.09
Region_15,2018,113936,164.23,87.7,43.42,51116.08,13.88,47.79,20.2,35.58,10.66,9.04,76029.22
Region_15,2019,113936,140.7,88.43,20,60966.37,26.96,53.34,22.66,38.81,12.57,8.72,88287.63
Region_15,2020,113936,153.69,84.47,52.22,60082.01,12.49,63.42,16.82,34.33,14.75,5.08,75035.56
Region_16,2010,784005,142.17,90.83,34.27,43719.63,21.76,52.96,19.81,35.4,11.24,5.85,74962.79
Region_16,2011,784005,124.66,90.12,45.93,50792.83,26.5,61.8,18.56,45.45,14.93,5.99,35394.08
Region_16,2012,784005,159.84,71.13,48.01,45898.1,16.56,53.15,20.17,38.31,15.93,5.47,36202.03
Region_16,2013,784005,187.29,79.88,58.54,65447.09,25.71,49.19,15.5,33.03,10.7,2.95,58693.34
Region_16,2014,784005,45.05,77.95,28.26,41047.87,10.48,114.45,33.15,89.53,17.38,8.65,49114.96
Region_16,2015,784005,91.63,87.57,34.67,58327.48,19.66,92.47,32.27,58.35,22.74,3.07,35642.11
Region_16,2016,784005,155.45,86.77,29.02,45414.16,25.03,47.62,10.34,27.84,7.25,7.26,96963.02
Region_16,2017,784005,56.93,83.87,43.67,50877.99,25.19,97.68,33.83,49.83,10.99,5.6,84369.74
Region_16,2018,784005,182.22,85.51,28.69,56443.82,16.95,46.51,22.75,31.07,13.37,9.2,31527.64
Region_16,2019,784005,19.93,77.19,34.71,69232.84,29.63,120.84,44.66,77.24,35.58,4.05,75792.22
Region_16,2020,784005,125.62,80.96,36.85,46049.87,14.51,74.13,26.46,39.62,20.16,4.01,89543.12
Region_17,2010,728841,113.08,86.2,54.29,64516.01,14.52,70.42,28.11,39.77,8.42,8.78,60004.14
Region_17,2011,728841,173.78,93.16,37.39,51623.5,25.74,54.72,23.98,35.53,9.19,2.9,54918.14
Region_17,2012,728841,175.71,92.91,42.75,70164.31,10.36,37.51,10.38,29.4,7.95,3.01,76174.06
Region_17,2013,728841,152.64,94.14,60.19,43766.08,16.87,61.4,19.13,39.02,11.02,4.26,57350.99
Region_17,2014,728841,27.75,78.21,37.37,47468.93,11.88,118.19,34.71,81.88,16.45,4.85,83023.73
Region_17,2015,728841,180.42,71.2,50.63,62312.81,13.32,56.37,14.13,36.76,12.38,6.91,55417.05
Region_17,2016,728841,16.34,91.78,32.05,72815.1,16.26,131.43,30.93,94.88,21.55,8.39,97742.91
Region_17,2017,728841,197.8,79.71,39.59,69007.42,16.46,40.31,9.63,28.46,4.78,9.98,98584.77
Region_17,2018,728841,15.58,82.49,45.59,55161.09,29.47,135.83,31.68,98.87,40.42,4.69,50754.28
Region_17,2019,728841,181.25,78.36,50.83,50172.88,26.39,40.76,9.53,21.44,9.94,9.04,66780.44
Region_17,2020,728841,89.82,86.25,44.21,47650.42,22.28,93.98,41.52,70.78,14.17,5.48,70407.48
Region_18,2010,521328,33.99,79.1,51.88,67453.09,11.39,113.82,51.34,66.44,26.02,3.4,89901.61
Region_18,2011,521328,141.89,75.32,41.26,48505.78,10.66,75.23,34.71,54.9,19.38,4.43,75721.4
Region_18,2012,521328,136.35,87.05,37.59,66829.29,21.21,64.92,29.82,43.11,11.43,2.89,61293.89
Region_18,2013,521328,195.59,84.06,30.57,41680.99,24.8,44.15,12.7,34.14,11.07,9.34,49602.61
Region_18,2014,521328,162.93,80.32,50.86,73175.79,15.63,58.51,21.19,30.95,8.68,8.98,37880.63
Region_18,2015,521328,12.36,75.57,37.04,63934.3,15.94,122.11,57.5,92.28,28.52,4.4,82023.52
Region_18,2016,521328,122.71,84.48,38.31,71783.13,10.69,80.41,28.66,41.74,21.41,6.66,99680.63
Region_18,2017,521328,123.81,86.33,46.42,73171.47,27.58,70.81,20.89,44.64,18.04,6.57,66221.24
Region_18,2018,521328,124.37,84.31,49.53,64283.58,22.63,67.27,23.79,35.74,11.9,6.73,79184.36
Region_18,2019,521328,102.66,87.12,41.43,64026.04,24.87,73.95,20.43,45.01,14.38,6.05,74387.28
Region_18,2020,521328,18.67,82.85,33.08,78861.31,16.63,128.02,36.38,71.96,26.03,5.86,43726.84
Region_19,2010,628533,172.29,82.58,47.75,58514.08,18.77,39.97,11.33,29.78,6.27,3.75,57775.78
Region_19,2011,628533,165.46,90.19,40.86,62991.18,10.59,49.22,23.57,27.05,8.76,7.4,33139.75
Region_19,2012,628533,148.67,86.72,47.69,50326.93,23.49,68.73,28.62,52.16,6.9,4.37,80290.05
Region_19,2013,628533,146.34,83.12,45.76,66611.68,26.01,63.82,23.29,49.15,11.54,7.3,36459.94
Region_19,2014,628533,71.01,82.37,55.06,65843.85,22.93,99.83,24.13,53.38,13.06,9.1,71908.47
Region_19,2015,628533,42.65,91.66,47.62,61199.66,26.58,115.07,41.4,73.03,13.45,9.93,87400.88
Region_19,2016,628533,85.88,84.13,25.15,72668.93,11.35,89.9,20.07,59.58,24.48,5.1,89628.89
Region_19,2017,628533,122.15,82.19,26.71,58004.93,21.59,82.06,16.71,50.14,8.66,8.07,36921.15
Region_19,2018,628533,84.67,91.99,70,46625.13,22.91,99,29.89,64.87,17.4,2.36,83333.48
Region_19,2019,628533,11.27,91.37,35.02,63839.55,12.03,133.79,50.05,89.36,16.2,8.78,67175.97
Region_19,2020,628533,41.8,85.14,44.18,45431.56,11.99,111.84,35.64,66.43,14.47,3.67,94794.61
Region_20,2010,300100,64.96,84.53,42.29,75536.15,22.06,97.93,47.82,60.41,17.34,8.61,98880.92
Region_20,2011,300100,74.67,79.03,41.43,62148.46,20.83,97.76,28.42,56.49,13.58,8.1,88355.5
Region_20,2012,300100,20.95,78.69,31.35,78656.7,21.15,118.7,39.55,81.65,23.48,4.78,70632.73
Region_20,2013,300100,86.34,90.5,59.58,64826.42,14.03,89.19,32.37,50.69,26.12,5.16,32762.17
Region_20,2014,300100,182.8,86.33,57.69,74798.77,12.61,48.59,13.74,37.08,14.03,8.32,38737.46
Region_20,2015,300100,38.27,86.89,39.71,59336.3,27.27,110.51,28.84,80.51,19.6,6.71,56273.09
Region_20,2016,300100,107.14,95,37.3,74623.09,29.61,83.22,30.96,65.48,11.66,5.26,87926.32
Region_20,2017,300100,30.76,84.03,51.34,73878.75,27.86,118.38,41.8,81.44,33.77,2.5,91842.53
Region_20,2018,300100,13.63,94.79,37.59,68908.28,23.85,121.92,53.81,71.16,17.33,3.08,50957.69
Region_20,2019,300100,191.92,89.77,45.13,51784.78,10.29,41.92,10.18,30.44,10.64,7.9,88390.12
Region_20,2020,300100,135.12,87.92,44.5,64544.16,11.77,64.21,20.68,33.38,10.9,5.9,35435.45
Region_21,2010,729682,130.1,93.63,46.72,40243.55,12.02,59.12,26.76,33.86,11.57,8.95,77722.41
Region_21,2011,729682,37.59,89.91,52.36,48444.5,27.27,107.28,30.02,54.35,23.24,5.21,50476.06
Region_21,2012,729682,170.02,77.61,42.58,41346.77,14.29,45.46,18.91,34.55,8.67,5.33,83172.8
Region_21,2013,729682,166.07,95,48.18,61051.14,19.26,44.26,16.33,23.72,12.54,3.88,51223.58
Region_21,2014,729682,146.92,79.38,36.76,75279.69,26.48,60.77,14.03,33.83,15.59,7.77,49008.29
Region_21,2015,729682,145.86,89.42,42.09,63330.66,19.34,51.9,24.87,38.82,6.54,4.72,95831.4
Region_21,2016,729682,117.35,86.04,50.6,76287.99,28.86,84.24,33.91,45.05,9.14,5.38,56411.96
Region_21,2017,729682,117.28,80.79,44.1,50169.26,27.51,69.72,28.08,54.6,10.72,3.46,49490.76
Region_21,2018,729682,100.33,84.98,30.3,55404.8,27.32,87.03,37.53,43.59,23.65,5.81,37768.43
Region_21,2019,729682,45.34,74.18,53.39,68786.15,17.42,118.03,51.8,85.71,12.65,8.96,81134.75
Region_21,2020,729682,85,85.69,36.6,58726.17,21.58,95.13,42.52,69.88,19.86,2.68,33010.49
Region_22,2010,107134,168.74,83.86,30.06,59714.58,18.09,40.67,13.8,32.09,8.29,6.25,71659.22
Region_22,2011,107134,138.73,90.27,32.77,70916.86,20.43,53.89,23.23,40,6.68,9.81,38788.52
Region_22,2012,107134,60.46,85.51,55.49,53923.82,17.43,107.05,52.69,80.73,11.21,2.01,50986.04
Region_22,2013,107134,180.73,88.35,46.77,58319.83,17.96,37.7,10.33,24.32,9.4,4.42,34598.64
Region_22,2014,107134,100.02,85.1,42.31,78510.73,11.51,78.37,18.99,53.82,20.08,4.93,45776.69
Region_22,2015,107134,119.88,86.63,36.3,65438.19,17.76,70.98,33.73,41.67,13.77,7.39,48193.35
Region_22,2016,107134,179.13,83.4,41.52,45892.12,10.16,38.1,18.57,25.11,5.65,7.05,61337.14
Region_22,2017,107134,105.11,82.35,42.25,50988.15,26.14,81.39,17.35,44.74,15.39,5.68,68260.4
Region_22,2018,107134,49.75,82.85,45.89,78425.08,13.94,114.51,56.61,76.82,17.39,9.61,99637.35
Region_22,2019,107134,93.03,81.42,41.57,64893.73,29.62,97.22,46.97,76.61,19.86,3.52,85481.66
Region_22,2020,107134,195.69,81.79,44.88,59076,24.37,40.95,10.19,27.42,10.41,3.98,74843.06
Region_23,2010,549797,124.58,87.32,45.47,55079.42,21.04,77.68,19.68,50.83,20.32,8.44,33223.97
Region_23,2011,549797,58.23,82.21,25.43,75785.71,10.01,116.02,56.44,75.23,23.5,9.21,40766.49
Region_23,2012,549797,101.49,81.34,42.42,41304.72,11.15,87.29,43.45,53.76,18.75,5.55,49288.36
Region_23,2013,549797,88.96,80.98,47.46,78252.8,12.96,89.85,37.36,60.11,16.67,7.44,45742.32
Region_23,2014,549797,72,84.09,41.73,57204.12,28.08,104.03,46.5,79.76,21.73,8.77,58065.92
